Month,Academic_Phase,Location_Zone,Business_Category,Competitor_Density,Base_Footfall_Index,Demand_Volume,Location_Suitability_Score
1,Holidays,North Gate,Electronics,4,0.1,3,40.25
3,Mid-Semester,South Gate,Fast Food,14,0.828,429,39.71
3,Mid-Semester,Obanla,Fashion,15,0.752,183,20.02
9,Exams,North Gate,Electronics,2,0.479,49,54.35
5,Exams,West Gate,POS/Fintech,3,0.313,194,34.51
12,Holidays,South Gate,Fast Food,8,0.231,36,46.07
9,Holidays,West Gate,Stationery/Printing,2,0.105,5,21.86
9,Exams,West Gate,POS/Fintech,6,0.321,225,30.44
1,Holidays,South Gate,POS/Fintech,20,0.198,21,0.0
2,Mid-Semester,Apatapiti,Electronics,3,0.583,100,52.3
5,Holidays,North Gate,POS/Fintech,6,0.195,34,44.19
4,Mid-Semester,West Gate,Fast Food,6,0.275,151,25.74
10,Holidays,North Gate,Stationery/Printing,8,0.162,8,37.8
9,Holidays,Obanla,Fashion,13,0.15,9,8.82
7,Mid-Semester,North Gate,Stationery/Printing,4,0.517,163,61.45
6,Mid-Semester,South Gate,Fast Food,17,0.87,456,26.7
7,Mid-Semester,South Gate,Electronics,5,0.882,167,74.11
1,Holidays,North Gate,Fast Food,9,0.205,31,25.87
1,Holidays,Apatapiti,POS/Fintech,11,0.1,13,4.27
8,Mid-Semester,Obanla,Electronics,10,0.757,104,38.84
2,Resumption,Obanla,Fashion,13,0.708,278,26.64
12,Holidays,South Gate,Fashion,16,0.246,16,1.09
10,Holidays,North Gate,Fast Food,6,0.11,22,29.04
11,Holidays,South Gate,POS/Fintech,18,0.232,26,12.52
9,Holidays,Apatapiti,Fashion,7,0.149,12,34.28
7,Mid-Semester,West Gate,Stationery/Printing,4,0.337,127,27.81
6,Resumption,North Gate,Electronics,5,0.446,143,50.32
1,Holidays,South Gate,Stationery/Printing,15,0.209,8,15.21
1,Holidays,South Gate,Fashion,20,0.226,13,0.0
2,Resumption,Obanla,Fashion,8,0.65,261,47.46
6,Resumption,Obanla,Fast Food,14,0.637,291,20.7
6,Mid-Semester,Apatapiti,Fast Food,8,0.534,284,53.12
2,Resumption,South Gate,Electronics,7,0.758,194,59.83
1,Holidays,Apatapiti,Fast Food,6,0.113,21,45.59
10,Holidays,Obanla,POS/Fintech,19,0.173,19,0.0
5,Exams,South Gate,Electronics,9,0.869,62,58.1
5,Holidays,Obanla,POS/Fintech,15,0.174,23,4.25
2,Resumption,South Gate,Fast Food,11,0.828,441,52.92
6,Mid-Semester,North Gate,Electronics,2,0.519,90,47.42
9,Exams,Apatapiti,Fashion,6,0.556,94,46.63
2,Mid-Semester,North Gate,Stationery/Printing,3,0.449,184,60.86
10,Holidays,Apatapiti,Fashion,7,0.144,14,34.86
2,Mid-Semester,Obanla,POS/Fintech,20,0.73,278,8.64
3,Mid-Semester,South Gate,Fashion,7,0.909,291,74.93
7,Mid-Semester,Obanla,Fashion,6,0.848,253,57.04
6,Resumption,Obanla,Stationery/Printing,11,0.727,281,35.69
12,Resumption,North Gate,Stationery/Printing,12,0.413,136,29.67
8,Mid-Semester,South Gate,Fashion,12,0.853,247,35.05
8,Exams,North Gate,Stationery/Printing,5,0.464,406,54.02
6,Mid-Semester,South Gate,Fashion,15,0.821,199,33.1
12,Holidays,South Gate,Electronics,14,0.208,4,17.51
11,Holidays,North Gate,Fashion,9,0.118,10,16.73
10,Holidays,South Gate,Fast Food,15,0.304,42,16.03
3,Mid-Semester,West Gate,Stationery/Printing,2,0.316,98,33.58
3,Exams,North Gate,Stationery/Printing,7,0.516,390,45.63
1,Resumption,Apatapiti,POS/Fintech,10,0.592,501,32.49
7,Mid-Semester,Obanla,POS/Fintech,20,0.788,282,12.14
5,Holidays,Obanla,Fast Food,17,0.256,33,10.52
4,Exams,South Gate,Stationery/Printing,13,0.789,525,50.26
10,Holidays,West Gate,Stationery/Printing,4,0.123,6,22.88
4,Mid-Semester,Obanla,POS/Fintech,8,0.848,535,66.25
4,Exams,Apatapiti,POS/Fintech,12,0.534,288,24.07
6,Resumption,North Gate,Fashion,4,0.433,177,44.93
8,Exams,South Gate,Stationery/Printing,11,0.787,525,58.92
8,Exams,Obanla,Stationery/Printing,8,0.82,634,57.63
5,Exams,South Gate,Fashion,7,0.754,142,59.61
6,Resumption,North Gate,Stationery/Printing,5,0.456,196,59.26
4,Exams,South Gate,Fast Food,19,0.832,312,28.43
12,Resumption,Obanla,POS/Fintech,20,0.648,376,9.01
11,Holidays,West Gate,POS/Fintech,7,0.1,14,12.18
9,Exams,North Gate,POS/Fintech,13,0.434,209,11.67
8,Exams,Apatapiti,Electronics,6,0.557,45,44.4
10,Holidays,Obanla,Fast Food,14,0.161,20,12.52
12,Holidays,North Gate,Fast Food,7,0.197,31,28.89
10,Holidays,West Gate,Fashion,4,0.1,9,24.39
1,Holidays,Apatapiti,Electronics,2,0.123,4,38.12
2,Resumption,Apatapiti,Stationery/Printing,7,0.56,257,55.58
9,Exams,South Gate,Fast Food,20,0.822,254,17.2
8,Mid-Semester,Obanla,Electronics,8,0.591,87,39.87
3,Mid-Semester,South Gate,Electronics,12,0.807,104,43.5
8,Mid-Semester,North Gate,Fast Food,8,0.475,250,35.64
12,Holidays,North Gate,Fashion,6,0.1,8,34.87
1,Holidays,Apatapiti,Electronics,3,0.198,6,41.45
10,Resumption,Apatapiti,POS/Fintech,10,0.465,358,30.43
4,Exams,North Gate,Electronics,0,0.528,52,66.83
3,Mid-Semester,South Gate,Stationery/Printing,13,0.744,189,45.69
6,Resumption,Apatapiti,Fast Food,13,0.544,260,27.48
7,Mid-Semester,South Gate,Stationery/Printing,11,0.928,291,65.41
4,Exams,Obanla,Fashion,8,0.683,91,50.65
7,Mid-Semester,South Gate,POS/Fintech,14,0.851,476,37.84
9,Exams,North Gate,Fast Food,6,0.526,302,50.02
11,Resumption,West Gate,Electronics,1,0.32,92,24.74
2,Resumption,South Gate,POS/Fintech,20,0.78,494,24.63
11,Holidays,North Gate,Electronics,2,0.116,4,34.34
3,Mid-Semester,South Gate,Fashion,15,0.84,228,39.75
5,Exams,West Gate,Fast Food,4,0.215,117,26.36
3,Mid-Semester,Apatapiti,Fashion,4,0.549,173,56.21
11,Holidays,South Gate,Fashion,12,0.214,13,24.03
8,Exams,South Gate,Fashion,15,0.821,107,35.12
12,Resumption,Obanla,Fashion,7,0.804,341,49.76
10,Holidays,South Gate,Electronics,10,0.252,8,28.75
8,Exams,Obanla,Stationery/Printing,8,0.695,609,51.45
8,Mid-Semester,South Gate,Electronics,8,0.876,146,61.37
12,Holidays,South Gate,POS/Fintech,20,0.124,13,0.0
12,Holidays,Obanla,Fashion,14,0.192,14,8.99
9,Holidays,South Gate,POS/Fintech,16,0.247,37,14.26
4,Exams,Apatapiti,Electronics,6,0.605,54,58.51
5,Exams,South Gate,Fashion,14,0.804,125,40.01
5,Holidays,South Gate,Electronics,4,0.241,8,57.87
8,Exams,West Gate,Fashion,2,0.272,44,37.25
7,Exams,North Gate,Electronics,4,0.495,49,52.79
9,Holidays,Obanla,Fast Food,20,0.14,11,0.0
8,Exams,South Gate,Stationery/Printing,17,0.751,425,29.67
2,Resumption,Obanla,Stationery/Printing,17,0.738,261,16.74
10,Holidays,Obanla,Fashion,11,0.178,14,20.34
12,Holidays,South Gate,Fast Food,12,0.235,34,22.42
4,Mid-Semester,Apatapiti,POS/Fintech,15,0.561,254,13.56
6,Resumption,Obanla,Fast Food,13,0.619,285,27.68
12,Holidays,North Gate,Fashion,5,0.1,8,43.77
2,Resumption,Obanla,Fast Food,7,0.696,418,61.98
7,Mid-Semester,Obanla,POS/Fintech,12,0.647,409,39.38
3,Mid-Semester,South Gate,Fashion,11,0.86,216,48.86
3,Mid-Semester,North Gate,Stationery/Printing,9,0.534,158,52.09
11,Resumption,South Gate,Fast Food,12,0.721,411,38.76
2,Resumption,North Gate,Stationery/Printing,4,0.462,177,57.75
11,Holidays,Apatapiti,Stationery/Printing,3,0.158,9,42.16
8,Exams,North Gate,Electronics,2,0.432,41,42.39
6,Resumption,West Gate,POS/Fintech,5,0.263,257,26.14
1,Holidays,South Gate,Fast Food,17,0.212,27,5.14
12,Holidays,North Gate,Stationery/Printing,3,0.1,5,57.88
1,Holidays,Apatapiti,Stationery/Printing,9,0.133,5,20.62
7,Exams,Obanla,POS/Fintech,16,0.711,299,22.26
8,Mid-Semester,Obanla,Stationery/Printing,6,0.764,235,56.7
5,Exams,South Gate,Stationery/Printing,11,0.902,612,49.3
12,Holidays,North Gate,Stationery/Printing,7,0.1,5,44.74
11,Holidays,South Gate,Stationery/Printing,16,0.28,10,18.73
5,Holidays,West Gate,Electronics,1,0.1,3,24.3
4,Mid-Semester,South Gate,Electronics,9,0.85,127,60.01
6,Resumption,Apatapiti,Fashion,8,0.586,255,43.2
6,Resumption,Obanla,Fast Food,15,0.697,341,26.96
3,Mid-Semester,South Gate,POS/Fintech,18,0.732,357,20.11
9,Exams,Obanla,Fashion,12,0.767,91,34.18
12,Resumption,Apatapiti,Electronics,4,0.556,154,53.46
11,Holidays,Apatapiti,Electronics,7,0.122,4,31.45
7,Exams,South Gate,Electronics,12,0.801,64,37.21
1,Resumption,South Gate,Fashion,13,0.786,271,37.67
7,Mid-Semester,South Gate,Electronics,6,0.879,154,74.44
5,Exams,South Gate,Fashion,12,0.835,127,38.77
5,Holidays,Obanla,Electronics,6,0.152,5,41.8
2,Mid-Semester,Apatapiti,Stationery/Printing,8,0.599,160,36.26
4,Exams,North Gate,Stationery/Printing,7,0.433,359,47.53
12,Holidays,Obanla,Fast Food,17,0.226,28,0.0
6,Resumption,Obanla,Electronics,8,0.663,169,49.91
10,Holidays,North Gate,Fast Food,13,0.147,20,2.57
11,Holidays,South Gate,Fashion,12,0.187,13,13.06
7,Exams,Obanla,Fast Food,17,0.717,234,20.15
11,Holidays,Apatapiti,Electronics,3,0.14,5,43.64
5,Exams,Obanla,Fashion,17,0.652,65,13.96
9,Exams,South Gate,Fashion,18,0.862,101,22.11
3,Mid-Semester,South Gate,Stationery/Printing,17,0.883,223,38.54
1,Holidays,South Gate,Fashion,7,0.149,14,36.84
4,Mid-Semester,Obanla,Fashion,11,0.709,227,38.75
9,Holidays,Apatapiti,Fast Food,12,0.12,17,22.5
4,Mid-Semester,South Gate,Fashion,10,0.916,243,55.15
2,Mid-Semester,Apatapiti,POS/Fintech,13,0.643,339,19.66
10,Holidays,Obanla,Stationery/Printing,9,0.198,10,29.83
5,Holidays,Obanla,Stationery/Printing,17,0.108,4,0.0
3,Mid-Semester,West Gate,Fashion,1,0.323,110,32.66
12,Resumption,South Gate,Fast Food,13,0.773,337,45.53
9,Holidays,West Gate,Stationery/Printing,4,0.1,5,19.85
4,Mid-Semester,South Gate,Stationery/Printing,12,0.916,324,45.14
6,Resumption,North Gate,POS/Fintech,10,0.44,319,27.21
2,Resumption,Apatapiti,Fashion,5,0.599,245,55.44
6,Resumption,West Gate,Stationery/Printing,0,0.252,126,38.31
3,Mid-Semester,Obanla,Stationery/Printing,13,0.707,237,34.53
12,Holidays,Obanla,Stationery/Printing,15,0.125,5,0.54
12,Holidays,Obanla,Stationery/Printing,10,0.184,9,25.86
9,Exams,Apatapiti,Fast Food,13,0.572,286,24.54
11,Holidays,South Gate,Electronics,8,0.165,7,39.82
2,Mid-Semester,Apatapiti,POS/Fintech,14,0.555,329,15.29
12,Holidays,North Gate,Fast Food,6,0.184,32,37.96
12,Holidays,North Gate,POS/Fintech,8,0.162,26,32.84
9,Exams,North Gate,Stationery/Printing,6,0.567,464,68.53
5,Exams,Obanla,POS/Fintech,16,0.632,377,17.66
8,Exams,West Gate,Fashion,3,0.37,57,25.27
2,Resumption,Obanla,Fashion,17,0.636,190,8.01
6,Resumption,West Gate,Electronics,0,0.204,53,29.41
3,Mid-Semester,South Gate,Electronics,8,0.863,129,58.59
12,Holidays,Obanla,POS/Fintech,11,0.1,12,29.99
12,Holidays,Apatapiti,Fast Food,11,0.204,31,17.47
10,Holidays,Obanla,Fast Food,13,0.196,26,12.91
5,Holidays,Obanla,Stationery/Printing,8,0.152,8,36.17
12,Resumption,Obanla,Fast Food,12,0.725,340,42.05
8,Exams,Apatapiti,Electronics,7,0.563,51,45.39
10,Holidays,Apatapiti,Fast Food,6,0.152,25,34.37
1,Resumption,South Gate,Stationery/Printing,16,0.796,290,40.65
5,Holidays,Apatapiti,Fashion,5,0.118,11,35.71
3,Mid-Semester,North Gate,Fast Food,3,0.447,287,50.69
4,Exams,South Gate,Fast Food,16,0.801,289,32.9
2,Resumption,Apatapiti,Electronics,6,0.472,107,50.56
9,Exams,North Gate,POS/Fintech,8,0.453,286,38.13
3,Mid-Semester,Apatapiti,Fashion,4,0.55,154,50.01
2,Resumption,South Gate,POS/Fintech,10,0.749,643,56.69
10,Holidays,South Gate,Stationery/Printing,12,0.168,7,33.1
11,Holidays,North Gate,Stationery/Printing,6,0.108,5,49.07
9,Exams,South Gate,POS/Fintech,20,0.859,381,18.94
7,Mid-Semester,Apatapiti,Electronics,4,0.563,103,51.23
6,Resumption,South Gate,Electronics,8,0.784,168,60.99
1,Holidays,North Gate,Electronics,7,0.1,2,24.47
5,Exams,South Gate,Fashion,8,0.791,113,55.66
12,Resumption,South Gate,Stationery/Printing,15,0.724,272,37.94
11,Holidays,Apatapiti,Stationery/Printing,9,0.153,7,23.6
11,Holidays,South Gate,Stationery/Printing,11,0.185,9,39.05
3,Exams,Obanla,Fashion,9,0.756,90,48.62
1,Holidays,West Gate,Stationery/Printing,4,0.1,5,22.35
4,Exams,Obanla,POS/Fintech,7,0.769,466,66.71
2,Resumption,Apatapiti,Fast Food,9,0.435,206,30.59
2,Mid-Semester,South Gate,Fashion,10,0.852,211,52.64
3,Exams,South Gate,Fast Food,13,0.814,360,50.44
8,Exams,Apatapiti,POS/Fintech,9,0.523,288,37.94
8,Mid-Semester,Obanla,Electronics,6,0.75,105,59.65
12,Holidays,Obanla,Electronics,15,0.212,6,7.86
7,Mid-Semester,Obanla,Electronics,9,0.804,121,44.71
6,Resumption,North Gate,Fashion,4,0.436,188,50.49
9,Exams,South Gate,Electronics,5,0.786,72,69.87
4,Mid-Semester,Apatapiti,Fashion,4,0.57,212,53.86
12,Resumption,Obanla,Fashion,9,0.677,303,43.72
1,Holidays,North Gate,Fast Food,8,0.1,15,29.61
8,Exams,Apatapiti,Electronics,9,0.608,52,35.8
7,Mid-Semester,South Gate,Stationery/Printing,11,0.769,232,51.16
7,Mid-Semester,South Gate,Electronics,9,0.847,136,50.22
3,Mid-Semester,Apatapiti,Electronics,5,0.531,98,42.47
4,Mid-Semester,Apatapiti,Electronics,2,0.598,103,57.3
10,Holidays,Obanla,Stationery/Printing,16,0.228,10,0.0
9,Exams,South Gate,Stationery/Printing,15,0.817,486,35.88
6,Mid-Semester,South Gate,Fashion,9,0.82,262,54.15
5,Exams,Obanla,Stationery/Printing,13,0.748,443,34.41
3,Mid-Semester,North Gate,Fashion,3,0.363,106,46.81
9,Exams,Apatapiti,Fast Food,13,0.567,289,25.88
5,Exams,West Gate,Fashion,1,0.243,46,34.69
5,Holidays,Apatapiti,Electronics,3,0.175,7,43.92
4,Exams,North Gate,POS/Fintech,17,0.348,177,0.0
4,Mid-Semester,Apatapiti,POS/Fintech,12,0.577,308,20.76
12,Holidays,North Gate,Electronics,4,0.1,3,34.81
1,Holidays,South Gate,Fashion,10,0.258,18,31.64
7,Exams,South Gate,Electronics,4,0.768,62,73.25
9,Exams,North Gate,Stationery/Printing,10,0.464,374,40.1
3,Mid-Semester,West Gate,Fashion,3,0.304,96,27.67
12,Resumption,South Gate,Electronics,13,0.764,201,38.84
2,Resumption,South Gate,Stationery/Printing,11,0.763,290,62.03
3,Mid-Semester,West Gate,Stationery/Printing,0,0.303,118,34.27
1,Holidays,South Gate,Fashion,7,0.212,18,44.38
6,Resumption,Apatapiti,Fast Food,10,0.659,377,39.18
11,Holidays,South Gate,Fast Food,20,0.123,14,0.0
11,Holidays,South Gate,Stationery/Printing,20,0.173,6,0.0
7,Mid-Semester,West Gate,Fast Food,6,0.298,193,24.48
11,Holidays,South Gate,Stationery/Printing,16,0.268,9,6.84
11,Holidays,Obanla,Fast Food,14,0.235,33,8.63
2,Resumption,South Gate,Stationery/Printing,15,0.817,273,42.44
8,Exams,South Gate,Stationery/Printing,18,0.806,474,24.76
6,Resumption,South Gate,Stationery/Printing,10,0.827,349,53.52
4,Exams,South Gate,Stationery/Printing,7,0.778,574,72.0
5,Exams,South Gate,POS/Fintech,18,0.853,401,22.19
8,Exams,Apatapiti,Fast Food,12,0.579,247,33.97
3,Mid-Semester,North Gate,Stationery/Printing,6,0.51,215,58.24
3,Mid-Semester,South Gate,Electronics,10,0.784,130,57.25
11,Holidays,North Gate,Fashion,4,0.1,9,38.56
4,Exams,West Gate,Electronics,3,0.27,25,36.5
1,Holidays,West Gate,Electronics,0,0.1,3,22.13
9,Exams,Obanla,POS/Fintech,12,0.656,372,38.04
8,Exams,Apatapiti,Fast Food,6,0.616,326,56.23
8,Exams,South Gate,POS/Fintech,15,0.766,314,36.81
10,Holidays,North Gate,Fast Food,4,0.154,28,39.47
6,Mid-Semester,Obanla,Stationery/Printing,18,0.735,171,11.11
7,Mid-Semester,Obanla,POS/Fintech,8,0.789,457,60.29
6,Resumption,North Gate,Fashion,8,0.39,160,30.4
9,Exams,North Gate,Fast Food,8,0.395,250,31.39
3,Mid-Semester,West Gate,POS/Fintech,4,0.327,238,26.37
3,Mid-Semester,Apatapiti,Fashion,8,0.643,212,39.08
3,Mid-Semester,North Gate,Electronics,4,0.516,82,51.82
10,Holidays,Obanla,Stationery/Printing,8,0.143,7,27.64
3,Mid-Semester,South Gate,Stationery/Printing,9,0.884,297,65.34
9,Exams,South Gate,Electronics,7,0.836,75,69.36
12,Resumption,North Gate,POS/Fintech,11,0.393,272,24.17
4,Exams,North Gate,Electronics,2,0.497,36,56.13
7,Mid-Semester,South Gate,Fashion,10,0.857,273,56.98
9,Holidays,Apatapiti,Fast Food,12,0.155,22,21.5
11,Holidays,North Gate,POS/Fintech,7,0.1,12,27.95
12,Resumption,Obanla,Fast Food,17,0.716,306,20.66
7,Mid-Semester,South Gate,Electronics,7,0.823,132,61.24
9,Exams,South Gate,Stationery/Printing,12,0.775,520,48.27
12,Holidays,Apatapiti,Fast Food,11,0.173,27,13.59
3,Mid-Semester,Obanla,Fast Food,15,0.739,373,24.31
4,Mid-Semester,West Gate,Stationery/Printing,5,0.228,79,23.38
8,Exams,West Gate,Fast Food,9,0.361,195,14.93
6,Resumption,North Gate,Fast Food,8,0.461,247,32.07
5,Exams,South Gate,Stationery/Printing,19,0.806,448,20.82
4,Exams,Apatapiti,Stationery/Printing,4,0.568,478,45.01
8,Exams,West Gate,Electronics,1,0.286,29,28.76
1,Holidays,Obanla,Electronics,10,0.192,5,24.47
9,Holidays,Apatapiti,Fast Food,7,0.207,37,36.95
1,Resumption,Apatapiti,POS/Fintech,7,0.619,544,44.88
8,Exams,North Gate,Electronics,3,0.461,48,49.64
4,Exams,Obanla,Electronics,11,0.746,59,39.63
9,Holidays,Apatapiti,POS/Fintech,13,0.181,25,11.82
11,Holidays,Obanla,POS/Fintech,17,0.222,19,3.83
5,Exams,South Gate,Stationery/Printing,11,0.871,534,58.42
3,Mid-Semester,South Gate,Electronics,16,0.893,121,24.57
9,Holidays,South Gate,Fashion,12,0.233,19,24.54
11,Holidays,South Gate,Fashion,18,0.181,10,0.0
9,Exams,West Gate,Fast Food,3,0.3,186,27.88
4,Mid-Semester,South Gate,Electronics,10,0.798,127,45.71
11,Holidays,South Gate,Fashion,7,0.236,18,44.15
4,Exams,South Gate,Electronics,15,0.823,59,26.94
12,Holidays,Obanla,Electronics,8,0.116,4,31.68
8,Exams,Obanla,Fashion,6,0.689,97,64.78
2,Resumption,South Gate,Electronics,10,0.728,158,52.59
9,Exams,South Gate,POS/Fintech,13,0.843,329,48.13
6,Resumption,South Gate,Fast Food,8,0.75,394,64.25
9,Holidays,Obanla,Stationery/Printing,11,0.116,5,14.78
8,Exams,South Gate,Fashion,11,0.83,107,42.29
7,Mid-Semester,West Gate,Stationery/Printing,2,0.31,150,31.88
1,Holidays,North Gate,Fast Food,3,0.131,32,36.68
12,Holidays,South Gate,POS/Fintech,11,0.157,25,26.51
3,Mid-Semester,Obanla,POS/Fintech,14,0.779,400,29.92
11,Holidays,South Gate,POS/Fintech,20,0.207,22,0.0
2,Resumption,Obanla,POS/Fintech,12,0.666,466,44.78
5,Holidays,South Gate,Fashion,12,0.15,11,19.12
5,Exams,Obanla,Fashion,11,0.651,91,35.47
5,Exams,Apatapiti,Electronics,4,0.775,63,60.41
4,Exams,West Gate,Electronics,1,0.227,18,25.62
5,Exams,South Gate,Fast Food,8,0.702,329,58.31
3,Mid-Semester,South Gate,Electronics,8,0.831,129,64.6
12,Holidays,North Gate,Fast Food,6,0.115,23,38.63
1,Holidays,West Gate,Fast Food,4,0.1,19,26.18
5,Holidays,West Gate,Fast Food,3,0.1,18,26.08
9,Exams,South Gate,POS/Fintech,13,0.802,447,52.76
9,Exams,South Gate,Stationery/Printing,15,0.826,505,37.06
4,Exams,North Gate,Stationery/Printing,10,0.405,315,47.57
3,Mid-Semester,South Gate,Fashion,14,0.83,224,27.32
1,Holidays,South Gate,Fast Food,17,0.212,20,5.62
2,Resumption,South Gate,POS/Fintech,12,0.753,524,34.98
8,Exams,Obanla,Electronics,9,0.678,59,48.24
1,Resumption,West Gate,Electronics,2,0.219,68,23.5
8,Exams,West Gate,Fashion,1,0.371,60,30.25
7,Mid-Semester,North Gate,Fashion,6,0.383,92,47.39
8,Exams,Obanla,Fast Food,20,0.764,304,8.26
12,Holidays,Apatapiti,Fast Food,4,0.1,15,44.55
6,Resumption,South Gate,Electronics,6,0.777,188,63.83
12,Resumption,Obanla,Electronics,6,0.679,204,53.47
9,Holidays,North Gate,Electronics,4,0.1,3,40.57
3,Mid-Semester,South Gate,Electronics,11,0.84,109,48.59
10,Holidays,North Gate,Stationery/Printing,4,0.105,5,48.03
4,Mid-Semester,South Gate,Fast Food,12,0.851,504,46.9
6,Resumption,Obanla,Fast Food,9,0.739,384,51.71
8,Mid-Semester,South Gate,Electronics,7,0.921,163,64.34
5,Exams,South Gate,POS/Fintech,18,0.769,312,28.45
3,Mid-Semester,South Gate,Electronics,9,0.867,114,56.97
6,Resumption,Apatapiti,Fashion,8,0.591,236,43.68
4,Exams,North Gate,POS/Fintech,10,0.453,235,27.08
9,Exams,Obanla,Fashion,12,0.742,103,42.64
3,Mid-Semester,Obanla,POS/Fintech,6,0.869,723,71.65
4,Mid-Semester,North Gate,Fashion,3,0.443,127,51.42
7,Mid-Semester,South Gate,Electronics,12,0.874,123,47.41
7,Mid-Semester,Obanla,Electronics,10,0.7,110,38.66
12,Resumption,South Gate,POS/Fintech,13,0.734,497,42.8
12,Resumption,South Gate,Fashion,12,0.741,256,42.71
4,Exams,Obanla,Stationery/Printing,5,0.735,448,57.07
6,Resumption,South Gate,POS/Fintech,14,0.866,610,46.53
12,Resumption,South Gate,POS/Fintech,16,0.735,441,26.61
3,Mid-Semester,North Gate,Fast Food,13,0.55,262,13.79
6,Resumption,North Gate,POS/Fintech,11,0.405,303,18.27
12,Holidays,Obanla,Stationery/Printing,12,0.166,7,17.18
2,Mid-Semester,Obanla,Electronics,5,0.816,115,76.66
8,Mid-Semester,Obanla,Fashion,10,0.798,258,40.34
2,Resumption,Obanla,Fast Food,12,0.654,327,37.66
11,Resumption,South Gate,Fashion,11,0.735,271,48.17
7,Mid-Semester,South Gate,Electronics,7,0.873,127,67.11
9,Exams,North Gate,POS/Fintech,14,0.442,221,9.25
1,Holidays,South Gate,Stationery/Printing,16,0.189,6,17.86
8,Exams,West Gate,Fast Food,3,0.265,144,26.72
7,Mid-Semester,Apatapiti,Stationery/Printing,8,0.591,228,40.63
6,Mid-Semester,South Gate,Stationery/Printing,13,0.821,258,45.68
6,Resumption,South Gate,Stationery/Printing,7,0.683,268,72.73
6,Resumption,South Gate,Stationery/Printing,9,0.843,344,67.18
9,Holidays,South Gate,Electronics,13,0.254,6,18.22
2,Resumption,South Gate,Stationery/Printing,13,0.761,259,48.45
1,Holidays,Obanla,Stationery/Printing,9,0.151,7,27.15
12,Holidays,Apatapiti,Electronics,3,0.21,8,43.08
6,Resumption,Obanla,Fashion,10,0.698,233,45.02
10,Holidays,South Gate,Electronics,12,0.18,5,22.06
11,Holidays,North Gate,POS/Fintech,8,0.15,21,22.47
8,Exams,Obanla,Electronics,6,0.717,65,51.64
3,Mid-Semester,Apatapiti,Fashion,7,0.607,187,48.79
12,Holidays,Apatapiti,POS/Fintech,8,0.193,28,25.01
10,Resumption,West Gate,POS/Fintech,4,0.295,275,33.29
1,Holidays,Obanla,Fast Food,14,0.23,30,8.67
9,Exams,Obanla,Stationery/Printing,11,0.804,522,37.94
1,Holidays,South Gate,POS/Fintech,19,0.242,22,2.48
3,Mid-Semester,Obanla,POS/Fintech,15,0.868,500,36.31
8,Mid-Semester,South Gate,Fashion,7,0.91,270,70.15
3,Mid-Semester,North Gate,POS/Fintech,2,0.488,321,56.77
4,Exams,Obanla,Fashion,9,0.637,84,43.59
8,Exams,South Gate,Stationery/Printing,15,0.868,622,45.89
1,Holidays,South Gate,Fast Food,16,0.148,19,1.31
6,Mid-Semester,South Gate,Fast Food,19,0.858,396,20.2
1,Holidays,South Gate,Stationery/Printing,18,0.249,9,12.44
1,Holidays,South Gate,Stationery/Printing,14,0.159,6,22.35
8,Exams,South Gate,Electronics,12,0.776,59,47.48
11,Holidays,South Gate,POS/Fintech,14,0.159,22,16.31
4,Mid-Semester,South Gate,POS/Fintech,20,0.953,505,27.43
12,Holidays,West Gate,POS/Fintech,4,0.112,20,20.47
1,Holidays,South Gate,Fashion,16,0.176,13,6.64
10,Holidays,South Gate,Electronics,9,0.135,4,27.76
7,Mid-Semester,Obanla,POS/Fintech,13,0.706,365,38.79
5,Holidays,Apatapiti,Fashion,7,0.119,10,32.16
5,Exams,Obanla,Fashion,8,0.685,110,52.58
1,Holidays,South Gate,Fast Food,13,0.252,41,24.8
10,Holidays,Obanla,Fashion,7,0.117,10,36.88
11,Holidays,Obanla,Stationery/Printing,10,0.242,11,28.54
6,Resumption,Obanla,Fashion,11,0.585,188,32.78
9,Holidays,Obanla,Stationery/Printing,20,0.184,6,0.0
9,Holidays,Apatapiti,Stationery/Printing,6,0.115,6,36.06
8,Exams,Apatapiti,Fast Food,12,0.62,291,38.65
5,Holidays,Obanla,Fast Food,13,0.26,40,21.81
1,Resumption,North Gate,Fashion,9,0.49,204,29.04
9,Exams,Obanla,Fast Food,12,0.735,348,41.83
1,Resumption,Apatapiti,Fast Food,11,0.527,262,39.32
8,Exams,South Gate,POS/Fintech,18,0.875,441,26.53
5,Exams,West Gate,Fashion,1,0.235,41,24.49
3,Mid-Semester,South Gate,Fashion,10,0.872,283,55.05
